numero_client,nom,prenom,sexe,date_naissance,email,telephone_mobile,adresse,code_postal,ville,iban,num_secu,statut_compte_courant,duree_credit_mois,historique_credit,objet_credit,montant_credit,epargne,anciennete_emploi,taux_effort,statut_personnel_sexe,autres_debiteurs,anciennete_logement,biens,age,autres_credits,logement,nb_credits_existants,emploi,nb_personnes_charge,telephone_declare,travailleur_etranger,defaut
FIN-100662,Aubry,Aimé,M,1975-02-12,aimé.aubry@gmail.com,0636831472,"436, rue de Launay",86123,Rodrigues-sur-Mer,FR6963802076123961219051881,148088002196285,pas de compte courant,21,crédits en cours sans incident,audiovisuel,2241,,>= 7 ans,4,homme : célibataire,aucun,2,immobilier,50,aucun,propriétaire,2,employé qualifié,1,non,oui,0
FIN-100655,Noël,Jean,M,2003-10-31,jean.noël@outlook.fr,0761794549,"96, rue de Gomes",75231,Lecoqnec,FR3420319777486759514186482,195045439599667,solde < 100,14,crédits en cours sans incident,voiture neuve,3973,épargne < 100,sans emploi,1,homme : célibataire,aucun,4,aucun bien connu,22,aucun,logé gratuitement,1,employé qualifié,1,non,oui,0
FIN-100309,Cohen,Robert,M,2003-10-21,robert.cohen@free.fr,0633433339,"832, rue Cousin",97315,MartinsBourg,FR5059867874422758548596559,134104019257352,solde 100-200,9,crédits en cours sans incident,voiture neuve,276,épargne < 100,1-4 ans,4,homme : marié/veuf,aucun,4,immobilier,22,aucun,locataire,1,non qualifié résident,1,non,oui,0
FIN-100165,Huet,Yves,M,1993-11-06,yves.huet@free.fr,0716089899,"67, boulevard Grégoire Ribeiro",28763,SAINTE JOSETTE,FR4545525971075633535748595,262036748278631,pas de compte courant,6,crédits en cours sans incident,audiovisuel,2978,épargne 500-1000,1-4 ans,1,homme : célibataire,aucun,2,véhicule ou autre,32,aucun,propriétaire,1,employé qualifié,1,oui,oui,0
FIN-100578,Roussel,Jacques,M,1998-05-31,jacques.roussel@gmail.com,0773864631,"58, boulevard Suzanne Royer",79396,Lopez,FR5924711936006082770564616,170014410904881,solde 100-200,36,compte critique / crédits ailleurs,voiture neuve,2820,,< 1 an,4,homme : divorcé/séparé,aucun,4,véhicule ou autre,27,aucun,propriétaire,2,employé qualifié,1,non,oui,1
FIN-100178,Petit,Auguste,M,1994-03-16,auguste.petit@outlook.fr,0645786103,"682, avenue Duval",72148,Tessier,FR2504769210533651460401424,111054900750473,pas de compte courant,12,crédits en cours sans incident,électroménager,1963,épargne < 100,4-7 ans,4,homme : célibataire,aucun,2,véhicule ou autre,31,aucun,locataire,2,cadre / indépendant,2,oui,oui,0
FIN-100456,Legrand,Patrick,M,1989-04-30,patrick.legrand@orange.fr,0622784699,rue de Clerc,05864,Charpentier,FR2251953774926632956342777,187065110803357,solde < 100,11,compte critique / crédits ailleurs,voiture neuve,3905,épargne < 100,,2,homme : célibataire,aucun,2,immobilier,36,aucun,locataire,2,employé qualifié,2,non,oui,0
FIN-100065,Grégoire,Daniel,M,1977-09-29,daniel.grégoire@free.fr,0671461125,boulevard de Gillet,90643,Thierry-sur-Denis,FR8486376731625265469681579,233034604263148,pas de compte courant,27,crédits en cours sans incident,études,5190,pas d'épargne connue,>= 7 ans,4,homme : célibataire,aucun,4,épargne logement/assurance vie,48,aucun,propriétaire,4,employé qualifié,2,oui,oui,0
FIN-100141,Sanchez,Jeanne,F,1995-06-28,jeanne.sanchez@orange.fr,0623955905,"24, rue de Morin",49898,Bouvet,FR2941163187328077113062113,137021411842633,solde 100-200,36,crédits en cours sans incident,électroménager,4795,épargne < 100,< 1 an,4,femme : divorcée/séparée/mariée,aucun,1,aucun bien connu,30,aucun,propriétaire,1,cadre / indépendant,1,oui,oui,0
FIN-100467,Pruvost,Henri,M,1993-10-07,henri.pruvost@gmail.com,0697128478,"28, rue Philippe Perrin",37597,Poirier-la-Forêt,FR4163376185186267136841013,181108313704626,pas de compte courant,48,retards de paiement passés,électroménager,7238,pas d'épargne connue,,3,homme : célibataire,aucun,3,véhicule ou autre,32,banque,propriétaire,2,employé qualifié,2,non,oui,0
FIN-100388,Lesage,Bernard,M,1998-03-05,bernard.lesage@gmail.com,0739407016,"45, rue Leconte",11137,Masson,FR1823920908551074091311178,253108619439581,solde 100-200,15,compte critique / crédits ailleurs,autre,2326,épargne 500-1000,1-4 ans,2,homme : célibataire,aucun,4,véhicule ou autre,27,banque,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100849,Couturier,Pierre,M,1968-10-07,pierre.couturier@free.fr,0689931608,"63, boulevard Matthieu Maury",63585,Pasquier-sur-Diaz,FR4689856643016556238878887,276114315753138,solde < 100,12,crédits en cours sans incident,électroménager,709,épargne < 100,>= 7 ans,4,homme : célibataire,aucun,4,immobilier,57,magasins,propriétaire,1,non qualifié résident,1,non,oui,1
FIN-100425,Laporte,Robert,M,2004-11-19,robert.laporte@orange.fr,0787729343,"458, rue Ferrand",66855,Hoarauboeuf,FR4333222801944258922256062,284082808573816,solde 100-200,18,crédits en cours sans incident,voiture occasion,2779,épargne < 100,1-4 ans,1,homme : marié/veuf,aucun,3,véhicule ou autre,21,aucun,locataire,1,employé qualifié,1,oui,oui,0
FIN-100333,Martel,Monique,F,2001-07-26,monique.martel@orange.fr,06 99 79 68 84,"299, boulevard Valette",82472,Petit,FR5813806713073510458474362,170039730217045,pas de compte courant,48,compte critique / crédits ailleurs,voiture occasion,11590,épargne 100-500,1-4 ans,2,femme : divorcée/séparée/mariée,aucun,4,véhicule ou autre,24,banque,locataire,2,non qualifié résident,1,non,oui,1
FIN-100684,Leconte,Julien,M,1994-09-12,julien.leconte@gmail.com,+33629084668,"21, avenue Couturier",04855,Chartier,FR2723028655052241142066701,266088519176037,solde 100-200,36,retards de paiement passés,autre,9857,épargne 100-500,4-7 ans,1,homme : célibataire,aucun,3,épargne logement/assurance vie,31,aucun,propriétaire,2,non qualifié résident,2,oui,oui,0
FIN-100887,Le Goff,Bernard,M,2002-04-03,bernard.le-goff@outlook.fr,0697283215,"61, boulevard Clerc",25791,Valentin,FR4406573517454693510214012,169028212127090,solde 100-200,48,crédits en cours sans incident,autre,15672,épargne < 100,1-4 ans,2,homme : célibataire,aucun,2,véhicule ou autre,23,aucun,propriétaire,1,employé qualifié,1,oui,oui,1
FIN-100423,Blin,Vincent,M,1991-04-17,vincent.blin@gmail.com,0698179469,"46, avenue Zacharie Cousin",86243,Marchal,FR3407610870826971823601071,226078708538649,pas de compte courant,21,retards de paiement passés,audiovisuel,1591,épargne 100-500,4-7 ans,4,homme : célibataire,aucun,3,immobilier,34,aucun,propriétaire,2,cadre / indépendant,1,non,oui,0
FIN-100972,Chevalier,Adèle,F,13/05/1996,adèle.chevalier@orange.fr,0646296136,"41, chemin Valentine Renault",60262,Deschamps,FR8116631669687403304544106,206012722914031,solde < 100,24,crédits Finova soldés,voiture neuve,1193,épargne < 100,sans emploi,1,femme : divorcée/séparée/mariée,co-emprunteur,4,aucun bien connu,29,aucun,locataire,2,sans emploi / non qualifié non résident,1,non,oui,1
FIN-100221,Legendre,Odette,F,2002-02-13,odette.legendre@orange.fr,0797177517,"52, chemin Deschamps",50923,Sainte Alaindan,FR2047609441283337218856669,244019300850830,solde < 100,12,crédits en cours sans incident,reconversion,1200,,1-4 ans,4,femme : divorcée/séparée/mariée,aucun,4,épargne logement/assurance vie,23,banque,locataire,1,employé qualifié,1,oui,oui,0
FIN-100275,Seguin,Stéphane,M,1993-04-06,stéphane.seguin@gmail.com,+33755779082,"504, rue Lebon",64324,Léger-les-Bains,FR6275092632239982137455611,203013155500825,pas de compte courant,9,crédits en cours sans incident,électroménager,2697,épargne < 100,1-4 ans,1,homme : célibataire,aucun,2,immobilier,32,aucun,propriétaire,1,employé qualifié,2,non,oui,0
FIN-100235,Laurent,Frédéric,M,1995-08-01,frédéric.laurent@gmail.com,0760810620,"56, rue de Dupuis",97369,Peron,FR8481121031421751887817941,103106544088828,solde < 100,24,crédits en cours sans incident,électroménager,1823,,sans emploi,4,homme : célibataire,aucun,2,véhicule ou autre,30,magasins,propriétaire,1,cadre / indépendant,2,non,oui,1
FIN-100327,Cordier,Patricia,F,1991-10-31,patricia.cordier@free.fr,+33775987622,"9, boulevard de Masse",20845,Lévêque-la-Forêt,FR9339952970137124365858564,227129761168725,pas de compte courant,24,crédits en cours sans incident,voiture neuve,1525,épargne > 1000,4-7 ans,4,femme : divorcée/séparée/mariée,aucun,3,véhicule ou autre,34,aucun,propriétaire,1,employé qualifié,2,oui,oui,0
FIN-100192,Aubry,Daniel,M,1989-08-20,daniel.aubry@outlook.fr,0673816846,"39, chemin de Bonneau",22905,Sainte Victoiredan,FR8214576832102192378584712,277051220214062,solde 100-200,27,crédits en cours sans incident,autre,3915,épargne < 100,1-4 ans,4,homme : célibataire,aucun,2,véhicule ou autre,36,aucun,propriétaire,1,employé qualifié,2,oui,oui,1
FIN-100529,Pinto,Richard,M,1984-02-28,richard.pinto@orange.fr,+33655281832,"86, chemin Diallo",67424,  Sainte Georgesboeuf ,FR5128382710123296151204850,186117055029522,solde < 100,6,crédits en cours sans incident,voiture neuve,662,épargne < 100,< 1 an,3,homme : célibataire,aucun,4,immobilier,41,aucun,propriétaire,1,non qualifié résident,2,oui,oui,0
FIN-100049,Rolland,Andrée,F,1997-03-11,andrée.rolland@gmail.com,+33741212678,"68, rue Marion",45720,François,FR2379215835034469459648831,275100506152803,pas de compte courant,12,crédits en cours sans incident,électroménager,2073,épargne 100-500,1-4 ans,4,femme : divorcée/séparée/mariée,co-emprunteur,2,immobilier,28,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100990,Lemoine,Marc,M,1988-07-16,marc.lemoine@free.fr,0609617981,"33, chemin Suzanne Gosselin",91911,Sainte Gilbert,FR4047612189391270650761222,224067127012428,pas de compte courant,12,compte critique / crédits ailleurs,reconversion,3565,pas d'épargne connue,< 1 an,2,homme : célibataire,aucun,1,épargne logement/assurance vie,37,aucun,propriétaire,2,non qualifié résident,2,non,oui,0
FIN-100002,Moulin,Guillaume,M,1976-11-22,guillaume.moulin@free.fr,07 63 74 54 99,"82, avenue de Lefort",80334,Techer,FR6202232883774419754661766,151119402807393,pas de compte courant,12,compte critique / crédits ailleurs,reconversion,2096,épargne < 100,4-7 ans,2,homme : célibataire,aucun,3,immobilier,49,aucun,propriétaire,1,non qualifié résident,2,non,oui,0
FIN-100940,Lelièvre,Honoré,M,1980-07-31,honoré.lelièvre@orange.fr,0726771196,avenue Colette Grondin,50490,Rémy,FR4031373714503118026691419,290069122831044,pas de compte courant,12,crédits en cours sans incident,voiture neuve,3527,pas d'épargne connue,< 1 an,2,homme : célibataire,aucun,3,épargne logement/assurance vie,45,aucun,propriétaire,1,cadre / indépendant,2,oui,oui,0
FIN-100787,Maillot,Honoré,M,1987-10-09,honoré.maillot@outlook.fr,+33754692632,"47, boulevard de Pires",26509,philippe,FR0644500202683878903450295,252104809535592,pas de compte courant,48,compte critique / crédits ailleurs,voiture occasion,2751,pas d'épargne connue,>= 7 ans,4,homme : célibataire,aucun,3,véhicule ou autre,38,aucun,propriétaire,2,employé qualifié,2,oui,oui,0
FIN-100926,Peltier,Alex,F,2004-06-08,alex.peltier@outlook.fr,0665271727,"35, rue Jules Monnier",45447,Paul,FR7414610392788881893046163,234093818575271,solde < 100,18,compte critique / crédits ailleurs,audiovisuel,1049,épargne < 100,< 1 an,4,femme : divorcée/séparée/mariée,aucun,4,épargne logement/assurance vie,0,aucun,locataire,1,employé qualifié,1,non,oui,0
FIN-100249,Ferreira,Dominique,F,2003-03-07,dominique.ferreira@outlook.fr,0704358112,chemin Gilbert,91542,Albert,FR6272037638821458414846019,170126444520157,pas de compte courant,18,crédits en cours sans incident,électroménager,433,épargne < 100,sans emploi,3,femme : divorcée/séparée/mariée,co-emprunteur,4,immobilier,22,aucun,locataire,1,employé qualifié,1,non,oui,1
FIN-100552,Pineau,Gérard,M,1991-10-22,gérard.pineau@gmail.com,0623478519,"8, chemin de Bertin",97174,Verdier-sur-Mer,FR0476642076327135386762592,142049761109003,solde < 100,48,crédits en cours sans incident,électroménager,6999,épargne < 100,4-7 ans,1,homme : marié/veuf,garant,1,immobilier,34,aucun,propriétaire,2,employé qualifié,1,oui,oui,1
FIN-100949,Roux,Gilbert,M,1985-04-06,gilbert.roux@outlook.fr,06 25 21 31 09,"81, boulevard de Pottier",86666,Bazin-les-Bains,FR2273759493307811171960049,157117127038427,pas de compte courant,24,crédits en cours sans incident,électroménager,3621,épargne 100-500,>= 7 ans,2,homme : célibataire,aucun,4,véhicule ou autre,31,aucun,propriétaire,2,employé qualifié,1,non,oui,1
FIN-200003,Chartier,Marc,M,1980-04-17,marc.chartier@outlook.fr,0656394278,"66, avenue Richard Rey",82455,Delahayenec,FR0758631441706462554026355,243069205064649,solde < 100,14,crédits en cours sans incident,voiture neuve,8978,épargne < 100,>= 7 ans,1,homme : divorcé/séparé,aucun,4,épargne logement/assurance vie,45,aucun,propriétaire,1,cadre / indépendant,1,oui,non,1
FIN-100094,Le Gall,Jules,M,1971-09-16,jules.le-gall@gmail.com,0743611037,rue Denise Legros,92987,  Schmitt-sur-Mer ,FR1324555746966060652740334,266014221899244,solde 100-200,12,crédits en cours sans incident,voiture neuve,1318,épargne > 1000,>= 7 ans,4,homme : célibataire,aucun,4,immobilier,54,aucun,propriétaire,1,employé qualifié,1,oui,oui,0
FIN-100033,Roussel,Gabriel,M,1968-07-20,gabriel.roussel@free.fr,0680100623,"19, rue Lambert",57354,Bourgeois,FR6078274117674124151315285,282088816071055,pas de compte courant,12,compte critique / crédits ailleurs,autre,1264,pas d'épargne connue,>= 7 ans,4,homme : célibataire,aucun,4,aucun bien connu,57,aucun,locataire,1,non qualifié résident,1,non,oui,0
FIN-100259,Ferrand,Margot,F,1968-08-23,margot.ferrand@orange.fr,0639431290,"91, rue Alexandrie Bourgeois",62337,Saint Agathe,FR2581876920828323089813881,115054700152689,pas de compte courant,11,compte critique / crédits ailleurs,électroménager,1154,épargne 100-500,sans emploi,4,femme : divorcée/séparée/mariée,aucun,4,immobilier,57,aucun,propriétaire,3,non qualifié résident,1,non,oui,0
FIN-100204,Le Roux,Adrien,M,1987-09-28,adrien.le-roux@orange.fr,0772304618,avenue de Morvan,95718,Robinboeuf,FR9219947113633792234103469,120106912397472,pas de compte courant,12,compte critique / crédits ailleurs,voiture neuve,1495,épargne < 100,>= 7 ans,4,homme : célibataire,aucun,1,immobilier,38,aucun,propriétaire,2,non qualifié résident,2,non,oui,0
FIN-100346,Thibault,Théodore,M,2002-05-25,théodore.thibault@free.fr,0637183764,rue de Guillot,80780,Saint Denis-sur-Mer,FR1083496047842170285162259,121016544082040,solde 100-200,13,compte critique / crédits ailleurs,électroménager,882,,< 1 an,4,homme : célibataire,garant,4,immobilier,23,aucun,propriétaire,2,employé qualifié,1,non,oui,0
FIN-100593,Huet,Antoinette,F,15/09/2005,antoinette.huet@outlook.fr,06 56 16 55 65,"30, boulevard Georges Delaunay",16950,Sainte Madeleine,FR8617086494269420398313549,245037728880887,solde 100-200,24,crédits en cours sans incident,voiture neuve,2718,épargne < 100,1-4 ans,3,femme : divorcée/séparée/mariée,aucun,4,épargne logement/assurance vie,20,aucun,locataire,1,non qualifié résident,1,oui,oui,1
FIN-100328,Allard,Jacques,M,1994-06-18,jacques.allard@orange.fr,0623413261,"821, rue Lecomte",37825,DupuyBourg,FR6723041202706159273874029,290033201350980,solde > 200 ou salaire domicilié,36,crédits en cours sans incident,électroménager,4473,,>= 7 ans,4,homme : célibataire,aucun,2,véhicule ou autre,31,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100077,Hamel,René,M,1974-10-06,rené.hamel@orange.fr,0657905072,"6, avenue Lucy Devaux",40854,Sainte Madeleine,FR5087368269116331942268653,244038100485364,solde 100-200,11,retards de paiement passés,électroménager,4771,épargne < 100,4-7 ans,2,homme : célibataire,aucun,4,épargne logement/assurance vie,51,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100084,Guillou,Emmanuel,M,1973-06-12,emmanuel.guillou@orange.fr,+33692330958,"14, chemin Marine Huet",23136,Dijouxboeuf,FR9375749490228403595442947,200124410998680,solde < 100,10,crédits en cours sans incident,électroménager,2315,épargne < 100,>= 7 ans,3,homme : célibataire,aucun,4,immobilier,52,aucun,propriétaire,1,non qualifié résident,1,non,oui,0
FIN-100750,Perret,Gabrielle,F,1976-07-29,gabrielle.perret@gmail.com,0794652170,"86, rue Bazin",97155,Regnier,FR9823447305777196199716596,123110506147353,solde < 100,6,crédits en cours sans incident,audiovisuel,428,épargne < 100,>= 7 ans,2,femme : divorcée/séparée/mariée,aucun,1,épargne logement/assurance vie,49,banque,propriétaire,1,employé qualifié,1,oui,oui,0
FIN-100082,Bernard,Susanne,F,08.08.2001,susanne.bernard@free.fr,0661340745,rue Martel,24252,Vincent-sur-Mer,FR1387616481980770460568761,200028002194973,pas de compte courant,18,crédits en cours sans incident,autre,1568,épargne 100-500,1-4 ans,3,femme : divorcée/séparée/mariée,aucun,4,épargne logement/assurance vie,24,aucun,locataire,1,non qualifié résident,1,non,oui,0
FIN-100370,Gosselin,Gilbert,M,1989-03-08,gilbert.gosselin@outlook.fr,0635048889,"39, rue Gilles Bonneau",53511,Da Silvadan,FR8318676610089876108143561,151129761141841,pas de compte courant,36,crédits en cours sans incident,voiture neuve,3079,,1-4 ans,4,homme : célibataire,aucun,4,immobilier,36,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100936,Hebert,Inès,F,1997-09-23,inès.hebert@free.fr,06 72 13 14 51,"212, rue Yves Bourgeois",42681,Saint AlexandriaBourg,FR6328973518962252756002230,199061305505229,solde > 200 ou salaire domicilié,9,crédits en cours sans incident,électroménager,745,épargne < 100,1-4 ans,3,femme : divorcée/séparée/mariée,aucun,2,immobilier,28,aucun,propriétaire,1,non qualifié résident,1,non,oui,1
FIN-100895,Chevallier,Guy,M,1994-02-27,guy.chevallier@outlook.fr,0756284177,"751, rue Lejeune",33108,Saint Robert-sur-Mer,FR4113826870977779570399626,219037919108491,pas de compte courant,36,retards de paiement passés,voiture occasion,8947,pas d'épargne connue,4-7 ans,3,homme : célibataire,aucun,2,véhicule ou autre,31,magasins,propriétaire,1,cadre / indépendant,2,oui,oui,0
FIN-100535,Martins,André,M,1992-06-03,andré.martins@orange.fr,+33638046827,"47, rue Aubry",32886,Sainte Coletteboeuf,FR6941119738818273063435948,117115110813372,solde > 200 ou salaire domicilié,21,compte critique / crédits ailleurs,reconversion,2319,épargne < 100,< 1 an,2,homme : divorcé/séparé,aucun,1,véhicule ou autre,33,aucun,locataire,1,employé qualifié,1,non,oui,1
FIN-100382,Perrot,Alice,F,2000-05-30,alice.perrot@orange.fr,07 55 35 59 04,"91, avenue Martine Brunet",79767,Marchal,FR2411950927115261053709230,187028212164297,pas de compte courant,22,crédits en cours sans incident,voiture neuve,1283,pas d'épargne connue,4-7 ans,4,femme : divorcée/séparée/mariée,aucun,4,épargne logement/assurance vie,25,aucun,locataire,1,employé qualifié,1,non,oui,0
